transaction_id,user_id,amount,transaction_type,category,transaction_date,merchant,is_suspicious
905,846,40806.65,debit,withdrawal,2025-09-21 09:19:19.224676,Merchant_83,True
906,92,48164.19,credit,transfer,2025-10-17 10:04:19.224676,Merchant_93,False
907,500,25454.09,credit,transfer,2025-06-02 00:54:19.224676,Merchant_40,False
908,902,24760.56,debit,shopping,2025-06-06 14:00:19.224676,Merchant_96,False
909,927,26507.39,debit,entertainment,2025-06-09 13:33:19.224676,Merchant_45,False
910,21,46255.82,debit,health,2025-09-20 16:13:19.224676,Merchant_60,True
911,354,43967.84,credit,health,2025-10-02 09:20:19.224676,Merchant_98,False
912,700,29154.81,debit,salary,2025-09-11 17:03:19.224676,Merchant_79,False
913,719,36207.5,credit,shopping,2025-09-16 20:51:19.224676,Merchant_68,False
914,333,17788.63,debit,health,2025-05-09 16:10:19.224676,Merchant_16,False
915,224,21788.22,debit,salary,2025-08-17 23:14:19.224676,Merchant_56,False
916,356,41230.75,debit,entertainment,2025-05-16 18:07:19.224676,Merchant_9,True
917,64,46013.03,credit,entertainment,2025-09-24 12:22:19.224676,Merchant_6,False
918,120,37497.97,debit,health,2025-09-09 11:37:19.224676,Merchant_48,True
919,316,3612.1,debit,salary,2025-10-30 22:57:19.224676,Merchant_7,False
920,444,11611.76,credit,food,2025-10-31 07:22:19.224676,Merchant_77,False
921,584,21210.76,debit,withdrawal,2025-10-09 09:52:19.224676,Merchant_35,False
922,138,33640.43,debit,food,2025-10-16 19:52:19.224676,Merchant_23,True
923,77,41388.73,credit,health,2025-11-03 22:38:19.224676,Merchant_11,False
924,685,14088.08,debit,health,2025-05-14 13:38:19.224676,Merchant_97,False
925,764,37044.35,credit,transport,2025-10-26 02:44:19.224676,Merchant_53,False
926,79,7564.62,debit,health,2025-08-16 14:37:19.224676,Merchant_9,False
927,275,30303.02,debit,salary,2025-05-15 08:58:19.224676,Merchant_29,True
928,132,43383.53,debit,shopping,2025-07-24 00:36:19.224676,Merchant_39,True
929,91,26084.46,debit,transfer,2025-10-22 18:59:19.224676,Merchant_51,False
930,972,19916.38,credit,entertainment,2025-07-19 00:12:19.224676,Merchant_10,False
931,799,14596.91,debit,transport,2025-06-03 06:56:19.224676,Merchant_84,False
932,368,15647.04,credit,entertainment,2025-07-04 11:05:19.224676,Merchant_48,False
933,554,41250.0,credit,shopping,2025-08-02 18:57:19.224676,Merchant_38,False
934,308,46873.69,credit,health,2025-07-15 09:13:19.224676,Merchant_75,False
935,984,9976.28,credit,salary,2025-08-27 18:25:19.224676,Merchant_84,False
936,803,26005.19,debit,withdrawal,2025-10-18 08:50:19.224676,Merchant_12,False
937,630,39191.32,debit,withdrawal,2025-10-15 13:29:19.224676,Merchant_40,True
938,817,26216.5,debit,transfer,2025-09-12 05:27:19.224676,Merchant_77,False
939,800,13270.71,credit,withdrawal,2025-09-01 02:06:19.224676,Merchant_23,False
940,271,1060.6,debit,entertainment,2025-08-10 02:18:19.224676,Merchant_19,False
941,676,34576.53,credit,health,2025-05-09 11:58:19.224676,Merchant_85,False
942,534,14262.87,debit,food,2025-11-03 00:23:19.224676,Merchant_80,False
943,308,25354.59,debit,shopping,2025-10-04 07:45:19.224676,Merchant_44,False
944,806,23379.22,debit,transfer,2025-07-07 03:45:19.224676,Merchant_16,False
945,128,17344.64,credit,salary,2025-10-21 13:33:19.224676,Merchant_70,False
946,34,11704.47,credit,transfer,2025-05-09 01:40:19.224676,Merchant_62,False
947,930,48788.99,credit,food,2025-07-10 10:30:19.224676,Merchant_61,False
948,986,25183.82,credit,transport,2025-08-08 10:15:19.224676,Merchant_100,False
949,297,3688.92,debit,transport,2025-05-26 01:58:19.224676,Merchant_30,False
950,399,11320.31,debit,health,2025-08-07 20:55:19.224676,Merchant_13,False
951,286,37999.79,debit,transport,2025-10-23 23:53:19.224676,Merchant_98,True
952,889,12760.09,debit,transfer,2025-08-20 05:12:19.224676,Merchant_32,False
953,742,38357.05,credit,withdrawal,2025-10-16 00:02:19.224676,Merchant_42,False
954,432,44517.67,credit,transport,2025-09-08 01:38:19.224676,Merchant_28,False
955,545,737.22,credit,salary,2025-10-05 06:39:19.224676,Merchant_24,False
956,716,21928.7,debit,food,2025-09-25 18:51:19.224676,Merchant_25,False
957,80,4650.4,debit,shopping,2025-06-12 23:18:19.224676,Merchant_55,False
958,623,29616.83,debit,health,2025-10-03 05:54:19.224676,Merchant_62,False
959,697,20168.39,credit,shopping,2025-07-01 21:48:19.224676,Merchant_42,False
960,17,47570.12,credit,health,2025-06-12 19:36:19.224676,Merchant_100,False
961,395,34819.34,debit,transfer,2025-07-05 01:46:19.224676,Merchant_2,True
962,153,5042.04,debit,withdrawal,2025-09-01 15:56:19.224676,Merchant_41,False
963,667,371.31,debit,entertainment,2025-07-29 05:21:19.224676,Merchant_53,False
964,213,16243.22,debit,health,2025-10-12 20:23:19.224676,Merchant_57,False
965,672,37262.91,credit,transfer,2025-09-26 11:29:19.224676,Merchant_90,False
966,149,45311.06,credit,food,2025-10-06 01:03:19.224676,Merchant_26,False
967,817,32301.65,debit,shopping,2025-08-25 09:21:19.224676,Merchant_13,True
968,280,33571.52,debit,shopping,2025-05-09 09:41:19.224676,Merchant_65,True
969,506,18871.54,debit,transport,2025-07-04 14:01:19.224676,Merchant_51,False
970,206,13564.45,debit,food,2025-06-20 15:29:19.224676,Merchant_51,False
971,699,301.78,credit,food,2025-06-06 07:02:19.224676,Merchant_83,False
972,726,22727.5,credit,transfer,2025-07-09 21:16:19.224676,Merchant_9,False
973,547,13342.99,debit,food,2025-10-10 08:37:19.224676,Merchant_98,False
974,881,13085.95,debit,health,2025-10-15 14:44:19.224676,Merchant_4,False
975,843,24805.08,debit,health,2025-10-09 02:04:19.224676,Merchant_99,False
976,629,11010.92,credit,food,2025-10-14 07:31:19.224676,Merchant_6,False
977,64,1264.37,credit,salary,2025-07-28 15:05:19.224676,Merchant_2,False
978,992,40547.02,credit,food,2025-06-17 19:36:19.224676,Merchant_73,False
979,876,7421.92,debit,withdrawal,2025-10-25 20:44:19.224676,Merchant_51,False
980,217,3294.89,credit,shopping,2025-08-13 00:21:19.224676,Merchant_23,False
981,582,13652.52,debit,entertainment,2025-05-13 21:52:19.224676,Merchant_13,False
982,704,14452.19,credit,transfer,2025-05-24 21:54:19.224676,Merchant_32,False
983,194,30984.97,credit,food,2025-05-09 01:47:19.224676,Merchant_74,False
984,744,19827.09,debit,transport,2025-08-03 19:18:19.224676,Merchant_100,False
985,406,29666.25,debit,salary,2025-09-23 22:02:19.224676,Merchant_49,False
986,128,28267.2,credit,transfer,2025-06-21 20:14:19.224676,Merchant_72,False
987,555,9414.4,credit,entertainment,2025-06-17 17:05:19.224676,Merchant_63,False
988,762,45908.89,credit,withdrawal,2025-08-27 09:07:19.224676,Merchant_12,False
989,249,48746.43,credit,food,2025-07-30 07:15:19.224676,Merchant_69,False
990,512,32277.71,debit,withdrawal,2025-10-18 11:12:19.224676,Merchant_67,True
991,811,42252.68,credit,transport,2025-09-29 12:56:19.224676,Merchant_9,False
992,496,25463.52,debit,food,2025-08-05 12:28:19.224676,Merchant_92,False
993,439,12460.36,credit,withdrawal,2025-08-29 08:41:19.224676,Merchant_55,False
994,7,47765.45,debit,food,2025-09-17 17:11:19.224676,Merchant_75,True
995,638,4653.95,debit,food,2025-09-25 00:28:19.224676,Merchant_18,False
996,334,29594.21,debit,transfer,2025-05-13 16:59:19.224676,Merchant_9,False
997,908,28568.27,debit,entertainment,2025-06-15 21:29:19.224676,Merchant_77,False
998,266,37634.76,debit,shopping,2025-05-31 04:48:19.224676,Merchant_9,True
999,769,30299.01,credit,entertainment,2025-10-23 03:01:19.224676,Merchant_79,False
1000,796,27092.64,credit,salary,2025-09-14 04:27:19.224676,Merchant_36,False
1001,268,29878.04,debit,health,2025-05-26 12:40:19.224676,Merchant_3,False
1002,950,16334.82,credit,transfer,2025-06-14 16:42:19.224676,Merchant_52,False
1003,907,4774.84,credit,transport,2025-05-19 20:48:19.224676,Merchant_74,False
1004,68,47535.47,debit,transfer,2025-05-18 20:12:19.224676,Merchant_46,True
1005,614,20161.72,debit,shopping,2025-06-05 16:14:19.224676,Merchant_81,False
1006,160,48942.27,credit,transfer,2025-10-27 01:45:19.224676,Merchant_12,False
1007,538,44541.51,debit,withdrawal,2025-09-10 11:19:19.224676,Merchant_50,True
1008,55,45361.89,debit,transfer,2025-05-15 11:03:19.224676,Merchant_22,True
1009,131,22009.43,debit,entertainment,2025-10-31 22:04:19.224676,Merchant_44,False
1010,459,42678.01,credit,entertainment,2025-10-06 08:27:19.224676,Merchant_82,False
1011,605,44495.38,debit,salary,2025-08-17 20:08:19.224676,Merchant_57,True
1012,723,14610.06,credit,health,2025-05-16 08:57:19.224676,Merchant_69,False
1013,152,21176.16,credit,food,2025-07-01 07:19:19.224676,Merchant_57,False
1014,746,21554.8,debit,food,2025-07-04 20:39:19.224676,Merchant_31,False
1015,290,1599.71,debit,transport,2025-07-25 03:44:19.224676,Merchant_65,False
1016,941,9815.9,credit,entertainment,2025-08-18 05:02:19.224676,Merchant_97,False
1017,166,26403.96,credit,withdrawal,2025-08-08 00:30:19.224676,Merchant_59,False
1018,680,7058.55,debit,shopping,2025-06-22 07:44:19.224676,Merchant_10,False
1019,37,33232.13,debit,salary,2025-08-01 23:14:19.224676,Merchant_96,True
1020,605,15280.0,debit,shopping,2025-10-10 23:13:19.224676,Merchant_23,False
1021,806,17804.13,debit,transport,2025-07-13 02:07:19.224676,Merchant_8,False
1022,421,18238.54,credit,salary,2025-09-30 20:41:19.224676,Merchant_85,False
1023,442,41662.19,credit,entertainment,2025-09-20 10:29:19.224676,Merchant_43,False
1024,163,22295.71,credit,transfer,2025-06-07 21:43:19.224676,Merchant_24,False
1025,534,11867.19,credit,transport,2025-09-07 16:05:19.224676,Merchant_17,False
1026,684,39050.66,debit,shopping,2025-05-20 03:42:19.224676,Merchant_85,True
1027,305,41498.03,debit,entertainment,2025-06-24 13:31:19.224676,Merchant_65,True
1028,28,34841.11,debit,shopping,2025-05-20 16:32:19.224676,Merchant_10,True
1029,256,48514.34,debit,health,2025-05-30 00:17:19.224676,Merchant_5,True
1030,645,48161.36,debit,salary,2025-09-01 21:36:19.224676,Merchant_100,True
1031,267,44728.75,debit,withdrawal,2025-06-09 03:19:19.224676,Merchant_63,True
1032,390,46007.98,credit,health,2025-06-28 11:33:19.224676,Merchant_53,False
1033,91,48431.06,credit,entertainment,2025-08-10 23:55:19.224676,Merchant_35,False
1034,472,10112.19,debit,transfer,2025-07-06 04:40:19.224676,Merchant_100,False
1035,534,39781.34,credit,shopping,2025-05-24 00:16:19.224676,Merchant_78,False
1036,159,26363.69,credit,health,2025-05-11 18:05:19.224676,Merchant_66,False
1037,516,26297.28,credit,food,2025-08-23 22:08:19.224676,Merchant_35,False
1038,293,32437.12,credit,entertainment,2025-08-17 00:13:19.224676,Merchant_16,False
1039,579,25934.54,credit,shopping,2025-07-14 09:20:19.224676,Merchant_15,False
1040,353,29852.72,credit,entertainment,2025-06-06 02:06:19.224676,Merchant_23,False
1041,755,29167.99,credit,transfer,2025-05-31 12:31:19.224676,Merchant_56,False
1042,551,40646.67,credit,entertainment,2025-07-21 12:29:19.224676,Merchant_10,False
1043,581,4950.35,credit,transfer,2025-08-04 21:02:19.224676,Merchant_21,False
1044,68,44260.93,credit,shopping,2025-08-23 12:36:19.224676,Merchant_89,False
1045,545,15545.02,debit,entertainment,2025-10-22 21:53:19.224676,Merchant_37,False
1046,808,5177.23,credit,transport,2025-10-26 22:42:19.224676,Merchant_10,False
1047,942,10029.61,debit,shopping,2025-10-15 14:21:19.224676,Merchant_74,False
1048,27,40642.7,debit,entertainment,2025-06-05 20:27:19.224676,Merchant_84,True
1049,758,11963.63,credit,shopping,2025-09-15 02:12:19.224676,Merchant_35,False
1050,995,8438.97,credit,transfer,2025-09-11 22:12:19.224676,Merchant_59,False
1051,277,38949.24,debit,food,2025-08-03 19:21:19.224676,Merchant_83,True
1052,631,946.47,credit,transport,2025-06-25 00:37:19.224676,Merchant_23,False
1053,317,7284.16,credit,salary,2025-08-07 20:46:19.224676,Merchant_18,False
1054,770,40515.23,credit,withdrawal,2025-05-20 21:54:19.224676,Merchant_91,False
1055,484,10236.14,credit,transport,2025-07-18 13:12:19.224676,Merchant_5,False
1056,593,49600.61,credit,shopping,2025-10-31 14:34:19.224676,Merchant_68,False
1057,674,47878.94,debit,shopping,2025-10-21 11:42:19.224676,Merchant_84,True
1058,324,4710.36,credit,salary,2025-05-23 21:50:19.224676,Merchant_86,False
1059,446,43041.42,debit,transport,2025-06-21 10:02:19.224676,Merchant_93,True
1060,882,45736.76,credit,transfer,2025-08-08 08:21:19.224676,Merchant_17,False
1061,861,38204.42,debit,shopping,2025-10-25 12:14:19.224676,Merchant_3,True
1062,492,13489.76,credit,health,2025-10-13 11:31:19.224676,Merchant_56,False
1063,410,24247.25,debit,transfer,2025-05-21 04:58:19.224676,Merchant_5,False
1064,639,10771.23,credit,transfer,2025-06-12 11:16:19.224676,Merchant_43,False
1065,714,22099.59,credit,shopping,2025-07-12 07:09:19.224676,Merchant_23,False
1066,740,30016.15,debit,transfer,2025-05-23 08:39:19.224676,Merchant_97,True
1067,749,14498.75,credit,health,2025-05-30 00:00:19.224676,Merchant_68,False
1068,982,41193.26,credit,health,2025-06-29 07:03:19.224676,Merchant_17,False
1069,460,1274.77,credit,salary,2025-08-09 17:48:19.224676,Merchant_67,False
1070,191,20532.77,credit,shopping,2025-10-21 13:33:19.224676,Merchant_78,False
1071,987,31415.63,credit,transfer,2025-10-14 11:08:19.224676,Merchant_3,False
1072,243,7846.8,credit,withdrawal,2025-07-04 06:56:19.224676,Merchant_94,False
1073,552,43033.93,credit,entertainment,2025-05-30 22:47:19.224676,Merchant_55,False
1074,577,24768.73,credit,salary,2025-07-11 16:08:19.224676,Merchant_57,False
1075,75,37757.9,debit,withdrawal,2025-07-16 06:55:19.224676,Merchant_42,True
1076,413,18956.02,credit,health,2025-08-21 18:05:19.224676,Merchant_33,False
1077,281,34340.85,credit,transfer,2025-09-29 08:49:19.224676,Merchant_84,False
1078,963,24126.98,debit,transfer,2025-05-14 11:08:19.224676,Merchant_10,False
1079,26,41297.3,debit,health,2025-10-01 09:15:19.224676,Merchant_16,True
1080,225,41724.55,credit,entertainment,2025-10-31 09:30:19.224676,Merchant_55,False
1081,714,26125.29,debit,salary,2025-07-07 18:04:19.224676,Merchant_31,False
1082,901,20664.55,credit,health,2025-09-16 21:59:19.224676,Merchant_12,False
1083,466,6991.35,debit,shopping,2025-10-08 01:48:19.224676,Merchant_15,False
1084,637,27233.22,debit,shopping,2025-09-23 16:50:19.224676,Merchant_80,False
1085,383,42620.76,credit,food,2025-05-23 18:58:19.224676,Merchant_26,False
1086,81,35953.46,debit,entertainment,2025-10-28 19:09:19.224676,Merchant_72,True
1087,260,38058.89,credit,transport,2025-09-17 15:10:19.224676,Merchant_60,False
1088,892,27005.23,credit,transport,2025-07-12 16:58:19.224676,Merchant_56,False
1089,939,40246.76,credit,food,2025-10-14 11:31:19.224676,Merchant_57,False
1090,915,14432.81,credit,health,2025-06-29 06:07:19.224676,Merchant_84,False
1091,840,3056.14,credit,food,2025-08-19 02:25:19.224676,Merchant_58,False
1092,167,39977.91,credit,salary,2025-10-25 15:42:19.224676,Merchant_13,False
1093,179,43695.35,credit,shopping,2025-07-30 17:24:19.224676,Merchant_26,False
1094,421,10198.05,debit,shopping,2025-08-13 10:34:19.224676,Merchant_52,False
1095,959,5901.64,debit,withdrawal,2025-07-28 14:49:19.224676,Merchant_79,False
1096,67,59.43,debit,transport,2025-10-15 02:07:19.224676,Merchant_46,False
1097,59,9246.42,debit,transport,2025-10-31 08:59:19.224676,Merchant_83,False
1098,92,21868.49,debit,transfer,2025-08-31 19:04:19.224676,Merchant_67,False
1099,103,2703.23,debit,withdrawal,2025-09-20 10:28:19.224676,Merchant_15,False
1100,853,2365.14,debit,food,2025-06-03 21:03:19.224676,Merchant_62,False
1101,340,36253.92,debit,food,2025-06-18 15:35:19.224676,Merchant_24,True
1102,148,30862.64,debit,entertainment,2025-09-07 18:36:19.224676,Merchant_98,True
1103,430,14638.63,debit,transport,2025-07-17 12:04:19.224676,Merchant_25,False
1104,603,21431.57,debit,entertainment,2025-05-11 21:06:19.224676,Merchant_75,False
1105,678,25181.25,debit,entertainment,2025-08-09 15:43:19.224676,Merchant_90,False
1106,839,30318.33,credit,entertainment,2025-06-02 01:39:19.224676,Merchant_16,False
1107,95,28119.94,debit,transport,2025-10-04 09:58:19.224676,Merchant_26,False
1108,677,25902.62,credit,entertainment,2025-08-30 20:03:19.224676,Merchant_18,False
1109,164,30822.78,credit,shopping,2025-09-22 11:44:19.224676,Merchant_73,False
1110,728,34662.88,debit,shopping,2025-10-21 08:18:19.224676,Merchant_92,True
1111,368,10374.97,credit,food,2025-07-04 07:49:19.224676,Merchant_97,False
1112,224,33752.26,credit,withdrawal,2025-05-31 19:54:19.224676,Merchant_40,False
1113,256,32615.84,credit,transfer,2025-05-12 16:09:19.224676,Merchant_70,False
1114,933,11002.7,credit,transfer,2025-05-12 19:22:19.224676,Merchant_52,False
1115,499,13235.36,credit,salary,2025-09-17 15:42:19.224676,Merchant_92,False
1116,437,31631.47,debit,transport,2025-08-06 13:45:19.224676,Merchant_89,True
1117,91,15489.81,debit,transfer,2025-08-18 12:02:19.224676,Merchant_52,False
1118,727,46242.1,debit,food,2025-07-02 02:27:19.224676,Merchant_70,True
1119,320,49155.28,debit,transfer,2025-05-16 16:26:19.224676,Merchant_40,True
1120,37,17597.69,credit,transport,2025-10-10 17:02:19.224676,Merchant_10,False
1121,56,33983.4,credit,shopping,2025-08-02 19:33:19.224676,Merchant_93,False
1122,796,38916.86,debit,salary,2025-09-27 01:31:19.224676,Merchant_11,True
1123,358,26263.18,debit,withdrawal,2025-08-19 02:10:19.224676,Merchant_49,False
1124,57,29423.68,credit,entertainment,2025-09-02 03:18:19.224676,Merchant_85,False
1125,708,2828.05,credit,withdrawal,2025-10-31 18:38:19.224676,Merchant_45,False
1126,356,4057.28,debit,withdrawal,2025-07-19 23:30:19.224676,Merchant_79,False
1127,622,13776.09,credit,entertainment,2025-07-25 20:31:19.224676,Merchant_57,False
1128,912,45918.02,credit,salary,2025-07-23 20:42:19.224676,Merchant_11,False
1129,467,8525.1,credit,transfer,2025-07-31 21:50:19.224676,Merchant_58,False
1130,547,22029.89,debit,entertainment,2025-07-03 11:54:19.224676,Merchant_40,False
1131,328,28794.33,debit,transfer,2025-10-03 13:25:19.224676,Merchant_9,False
1132,352,12869.59,credit,withdrawal,2025-05-10 02:38:19.224676,Merchant_44,False
1133,708,10652.61,credit,withdrawal,2025-08-22 06:38:19.224676,Merchant_9,False
1134,102,33743.04,debit,withdrawal,2025-07-18 05:40:19.224676,Merchant_72,True
1135,243,23179.57,credit,health,2025-05-11 18:16:19.224676,Merchant_16,False
1136,755,31963.78,credit,transfer,2025-07-13 12:11:19.224676,Merchant_30,False
1137,195,35660.53,debit,food,2025-07-14 14:35:19.224676,Merchant_38,True
1138,253,41958.79,credit,shopping,2025-08-11 21:38:19.224676,Merchant_20,False
1139,325,45958.43,credit,shopping,2025-08-19 22:50:19.224676,Merchant_78,False
1140,655,12902.22,debit,salary,2025-09-29 21:30:19.224676,Merchant_55,False
1141,319,25270.75,credit,shopping,2025-07-10 06:39:19.224676,Merchant_74,False
1142,417,28686.08,credit,entertainment,2025-11-01 23:53:19.224676,Merchant_84,False
1143,864,28183.31,credit,health,2025-08-04 00:56:19.224676,Merchant_46,False
1144,200,11663.11,credit,transfer,2025-09-13 04:12:19.224676,Merchant_10,False
1145,532,46203.04,debit,shopping,2025-05-22 09:20:19.224676,Merchant_19,True
1146,904,29815.89,debit,salary,2025-05-23 17:26:19.224676,Merchant_22,False
1147,439,10295.7,credit,transport,2025-10-13 10:22:19.224676,Merchant_39,False
1148,550,30848.81,credit,transport,2025-10-01 12:12:19.224676,Merchant_29,False
1149,64,24832.46,debit,food,2025-10-19 05:39:19.224676,Merchant_85,False
1150,625,36045.08,debit,transport,2025-08-27 01:57:19.224676,Merchant_73,True
1151,854,44841.54,credit,health,2025-06-29 13:16:19.224676,Merchant_14,False
1152,620,39651.23,debit,transfer,2025-05-23 04:49:19.224676,Merchant_36,True
1153,80,29711.53,credit,transfer,2025-06-30 23:41:19.224676,Merchant_73,False
1154,491,47081.19,credit,shopping,2025-06-14 19:05:19.224676,Merchant_18,False
1155,523,8244.02,debit,transport,2025-06-01 07:11:19.224676,Merchant_78,False
1156,915,28570.44,credit,entertainment,2025-09-19 14:44:19.224676,Merchant_85,False
1157,42,27871.57,debit,health,2025-10-10 06:16:19.224676,Merchant_20,False
1158,903,27769.59,debit,transfer,2025-08-23 21:09:19.224676,Merchant_93,False
1159,724,1693.9,credit,salary,2025-11-02 16:06:19.224676,Merchant_28,False
1160,638,12707.56,credit,food,2025-06-02 06:09:19.224676,Merchant_70,False
1161,355,26390.07,debit,salary,2025-05-24 04:46:19.224676,Merchant_59,False
1162,980,23908.5,credit,salary,2025-06-07 08:34:19.224676,Merchant_12,False
1163,568,34046.74,debit,salary,2025-09-27 11:58:19.224676,Merchant_19,True
1164,519,37303.66,credit,salary,2025-10-11 07:30:19.224676,Merchant_28,False
1165,858,668.63,credit,salary,2025-08-28 19:22:19.224676,Merchant_94,False
1166,808,8513.4,credit,transport,2025-10-04 21:15:19.224676,Merchant_61,False
1167,257,19418.84,debit,transfer,2025-10-10 23:14:19.224676,Merchant_10,False
1168,86,19377.63,credit,transfer,2025-10-10 17:49:19.224676,Merchant_72,False
1169,745,7851.99,debit,health,2025-07-31 23:59:19.224676,Merchant_21,False
1170,577,44343.46,credit,transfer,2025-10-04 05:48:19.224676,Merchant_2,False
1171,228,5459.33,debit,health,2025-06-25 13:35:19.224676,Merchant_77,False
1172,919,4545.89,debit,food,2025-10-30 09:14:19.224676,Merchant_51,False
1173,518,45423.04,credit,transport,2025-08-15 18:48:19.224676,Merchant_75,False
1174,339,30307.05,debit,food,2025-06-16 15:49:19.224676,Merchant_76,True
1175,960,6192.96,debit,salary,2025-08-20 11:26:19.224676,Merchant_22,False
1176,767,21591.0,credit,transfer,2025-09-06 16:28:19.224676,Merchant_18,False
1177,890,16747.68,debit,withdrawal,2025-08-03 21:17:19.224676,Merchant_47,False
1178,969,44976.1,debit,transport,2025-10-17 05:00:19.224676,Merchant_37,True
1179,903,27146.86,debit,salary,2025-05-08 01:58:19.224676,Merchant_1,False
1180,24,47363.78,debit,withdrawal,2025-07-24 01:49:19.224676,Merchant_43,True
1181,540,4819.82,debit,shopping,2025-10-22 08:53:19.224676,Merchant_63,False
1182,406,30419.21,credit,salary,2025-07-23 03:53:19.224676,Merchant_11,False
1183,955,3740.4,debit,withdrawal,2025-09-13 07:21:19.224676,Merchant_56,False
1184,865,6341.58,credit,transport,2025-05-21 05:34:19.224676,Merchant_60,False
1185,234,21387.51,debit,salary,2025-08-31 21:26:19.224676,Merchant_1,False
1186,555,3101.98,debit,entertainment,2025-09-03 06:43:19.224676,Merchant_76,False
1187,346,16602.46,debit,salary,2025-09-14 23:49:19.224676,Merchant_27,False
1188,287,24203.73,debit,transport,2025-10-11 13:35:19.224676,Merchant_17,False
1189,795,39501.46,credit,entertainment,2025-10-15 22:24:19.224676,Merchant_31,False
1190,311,46230.35,debit,withdrawal,2025-09-03 08:19:19.224676,Merchant_69,True
1191,552,20152.08,debit,salary,2025-05-15 16:06:19.224676,Merchant_68,False
1192,959,42586.29,credit,health,2025-05-23 19:54:19.224676,Merchant_80,False
1193,611,15973.24,debit,health,2025-05-08 10:02:19.224676,Merchant_41,False
1194,172,21625.84,credit,health,2025-10-19 02:47:19.224676,Merchant_32,False
1195,727,6641.35,credit,salary,2025-08-23 13:34:19.224676,Merchant_25,False
1196,274,20995.04,debit,health,2025-07-04 13:12:19.224676,Merchant_48,False
1197,716,17777.5,debit,transport,2025-09-22 06:44:19.224676,Merchant_46,False
1198,687,4012.98,credit,food,2025-09-09 23:20:19.224676,Merchant_55,False
1199,48,10735.35,debit,salary,2025-06-23 05:15:19.224676,Merchant_60,False
1200,399,44173.12,debit,salary,2025-05-11 17:24:19.224676,Merchant_38,True
1201,93,7857.97,debit,transfer,2025-07-10 20:33:19.224676,Merchant_61,False
1202,292,42426.78,debit,transport,2025-05-21 10:11:19.224676,Merchant_66,True
1203,411,6158.07,credit,salary,2025-07-10 09:36:19.224676,Merchant_60,False
1204,733,3504.78,credit,food,2025-09-15 05:08:19.224676,Merchant_75,False
1205,308,12670.61,debit,transfer,2025-08-27 17:46:19.224676,Merchant_60,False
1206,109,48757.03,credit,transfer,2025-10-20 00:46:19.224676,Merchant_17,False
1207,258,692.88,credit,entertainment,2025-08-03 08:18:19.224676,Merchant_77,False
1208,9,28766.9,debit,shopping,2025-10-08 20:31:19.224676,Merchant_81,False
1209,910,46572.97,credit,salary,2025-05-28 12:09:19.224676,Merchant_34,False
1210,801,48667.96,credit,health,2025-09-07 16:42:19.224676,Merchant_12,False
1211,270,17257.09,credit,entertainment,2025-09-20 10:40:19.224676,Merchant_80,False
1212,575,41213.67,debit,salary,2025-07-14 19:38:19.224676,Merchant_80,True
1213,396,10055.35,credit,entertainment,2025-07-27 03:30:19.224676,Merchant_28,False
1214,156,22745.88,credit,shopping,2025-07-14 12:58:19.224676,Merchant_84,False
1215,605,8026.67,credit,food,2025-06-07 13:22:19.224676,Merchant_35,False
1216,40,24025.52,debit,entertainment,2025-10-04 03:41:19.224676,Merchant_68,False
1217,37,1916.72,debit,health,2025-08-30 22:22:19.224676,Merchant_86,False
1218,410,2175.28,credit,food,2025-09-12 09:40:19.224676,Merchant_1,False
1219,221,29002.93,credit,transport,2025-07-08 11:26:19.224676,Merchant_8,False
1220,972,10296.06,credit,transfer,2025-09-28 07:28:19.224676,Merchant_65,False
1221,73,8416.39,debit,transport,2025-08-03 10:53:19.224676,Merchant_53,False
1222,264,49262.37,credit,transfer,2025-08-26 00:04:19.224676,Merchant_21,False
1223,789,26651.91,debit,withdrawal,2025-08-01 12:15:19.224676,Merchant_31,False
1224,796,7876.4,debit,entertainment,2025-08-07 03:08:19.224676,Merchant_80,False
1225,681,8288.64,credit,transport,2025-05-30 01:58:19.224676,Merchant_72,False
1226,456,1593.49,credit,salary,2025-09-14 12:02:19.224676,Merchant_86,False
1227,231,33157.48,debit,salary,2025-07-26 22:25:19.224676,Merchant_19,True
1228,324,555.07,credit,salary,2025-09-29 20:40:19.224676,Merchant_77,False
1229,680,45280.85,debit,withdrawal,2025-07-03 14:05:19.224676,Merchant_3,True
1230,573,44656.03,credit,entertainment,2025-10-11 05:35:19.224676,Merchant_75,False
1231,124,6572.27,credit,food,2025-08-26 14:16:19.224676,Merchant_81,False
1232,266,49539.02,debit,entertainment,2025-10-17 17:52:19.224676,Merchant_15,True
1233,105,31746.16,credit,salary,2025-06-04 14:46:19.224676,Merchant_86,False
1234,85,44472.27,credit,withdrawal,2025-10-28 23:52:19.224676,Merchant_77,False
1235,611,49649.46,credit,salary,2025-07-16 18:21:19.224676,Merchant_63,False
1236,491,31122.8,credit,withdrawal,2025-06-28 05:09:19.224676,Merchant_77,False
1237,323,17550.45,credit,shopping,2025-06-23 06:47:19.224676,Merchant_95,False
1238,508,37327.47,credit,shopping,2025-09-29 06:10:19.224676,Merchant_1,False
1239,808,32622.58,debit,food,2025-08-20 23:52:19.224676,Merchant_2,True
1240,265,30464.1,debit,food,2025-08-01 09:08:19.224676,Merchant_56,True
1241,23,18691.85,debit,transfer,2025-05-29 06:03:19.224676,Merchant_38,False
1242,27,18777.64,debit,transport,2025-06-01 19:05:19.224676,Merchant_11,False
